complex_id,complex_name,name_yandex,longitude,latitude,builder_id
6897,Созвездие,ЖК Созвездие,30.430782,60.056374,5813
7138,Солнце,ЖК Солнце,29.107359000000002,59.90987,8073
7863,Петр Великий и Екатерина Великая,ЖК Петр Великий и Екатерина Великая,30.545393,59.831291,8136
7432,Огни Колпино,ЖК Огни Колпино,30.621346000000003,59.730385,9077
19297,ЭкспоГрад 1,ЖК ЭкспоГрад,30.373521999999998,59.754146999999996,8104
7063,Новоселье: Городские кварталы,Жилой район Новоселье: Городские кварталы,30.072777000000002,59.809429,15598
7739,Янинский каскад-4,ЖК Янинский каскад-4,30.558538000000002,59.95059200000001,9031
7630,Сокол,ЖК Сокол,30.435115999999997,60.05599599999999,8150
6968,Цветы,ЖК Цветы,30.30262,60.202099,9123
7449,YouПитер (ЮПитер),Квартал YouПитер,30.426468,60.052628000000006,1303
7447,Охтинская Дуга,ЖК Охтинская дуга,30.442278,60.057854000000006,8100
6652,Алфавит,ЖК Алфавит,30.423778999999996,60.06254200000001,8125
7463,84 высота,ЖК 84 высота,30.308159000000003,60.215603,9073
7343,Босфор,ЖК Босфор,30.37714,59.810215,1245
47925,Дом в сердце Луги,Дом в сердце Луги,29.846245,58.73220799999999,14624
11586,Маленькая Швейцария,ЖК Маленькая Швейцария,30.512859000000002,60.148205000000004,13001
748963,Добрыня 2 (Кузьминка),ЖК Кузьминка,30.466583,59.756737,15485
5702,Центральный,Микрорайон Центральный,30.638201000000002,59.936718000000006,6143
40760,Тихий город,ЖК Тихий Город,30.511446000000003,59.93996,11851
6884,Шуваловский Park,ЖК Шуваловский Park,30.323420000000002,60.062045999999995,9088
1267924,Патриот,ЖК КудроВО!,30.509707000000002,59.908561999999996,15688
7059,Чистый ручей,ЖК Чистый ручей,30.23255,60.138763,8125
7442,Невская Звезда,ЖК Невская звезда,30.465448,59.862877000000005,9032
5190,Тридевяткино царство,ЖК Тридевяткино царство,30.457558000000002,60.064312,1246
779741,Муринское-1,ЖК Силы природы,30.461723,60.06345699999999,15414
6982,Docklands (Докландс),Апарт-комплекс Docklands,30.242546,59.957497,9982
7414,Ленсоветовский,ЖК Ленсоветовский,30.474584999999998,59.759388,9054
6854,Кудров-Хаус,ЖК Кудров-Хаус,30.521044,59.90143199999999,8131
34371,Дружба,ЖК Дружба,30.786074,59.764462,10907
7712,Ново-Антропшино,ЖК Ново-Антропшино,30.430623999999998,59.641087,8100
8119,Брусничный,ЖК Брусничный,30.567268,59.948715,8119
7363,Ленинский парк,ЖК Ленинский парк,30.170986,59.86541,5736
47240,Живи! В Курортном,ЖК Живи! в Курортном,30.1716,60.117408999999995,8146
7403,Маршал,ЖК Маршал,30.387484000000004,59.976376,9034
7003,Звезда,ЖК Звезда,30.341623,59.834782,1244
5665,Вернисаж,ЖК Вернисаж,30.520393,59.905044999999994,8130
43399,Vartemagi (Вартемяги),Клубный дом Vartemägi,30.324329,60.180916,14515
5167,GreenЛандия,ЖК GreenЛандия,30.424197999999997,60.055209999999995,8079
7615,Дом Цезаря Кавоса,"Дом на Садовой, 73",30.295656,59.920074,9066
8829,Гольфстрим,ЖК Гольфстрим,30.518185,59.910515000000004,1303
39772,Дубровка на Неве,ЖК Дубровка на Неве,30.936626,59.846745,12774
6881,Мироздание,ЖК Мироздание,30.328391999999997,59.961861,8079
7734,Бельгийский квартал,ЖК Бельгийский квартал,29.876692,59.834579000000005,8135
7992,Миллениум,ЖК Миллениум,30.31632,60.070152,5529
6903,Ижора парк,ЖК Ижора парк,30.568548,59.813293,5558
6969,Московские ворота,ЖК Московские ворота,30.312986,59.886990000000004,8110
39050,Veda Village,ЖК Veda Village,30.512954999999998,59.940624,11848
32144,Солнечная сторона,ЖК Солнечная сторона,28.619691999999997,59.372268999999996,10818
14497,Янинский каскад-5,ЖК Янинский каскад-5,30.554268,59.947818999999996,15628
19213,Коломяги Плюс,ЖК Коломяги Плюс,30.292654,60.031372,8086
48805,Апарт-комплекс М97,Апарт-отель М97,30.316703999999998,59.89385600000001,8130
39349,Шоколад,ЖК Шоколад,30.047558000000002,59.775127000000005,8119
32029,Паруса,ЖК Паруса,30.155653000000004,59.86903,8114
902104,Уютный,ЖК Уютный,37.128815,55.98143,8160
8161,Ломоносов,ЖК Ломоносовъ,29.764542,59.897976,8125
6926,"7 столиц, квартал Лондон",ЖК Лондон,30.518041999999998,59.89975,8079
1330342,Дефанс,ЖК Дефанс,30.34174,59.851493999999995,1245
5666,Мой город,ЖК Мой город,30.428205,60.050072,8130
10185,Материк,ЖК Материк,30.425285,60.065815,8125
8791,Добрыня,ЖК Добрыня,30.471597999999997,59.756595999999995,9039
8783,Ассорти,Квартал Ассорти,30.652728999999997,60.03207,1247
7436,Складская ул.\u002FСоюзный пр.,ЖК на ул. Складская,30.437405,59.92009,8154
7288,Светлана,ЖК Светлана,30.323269,60.002205000000004,15090
7434,Три Кита 1,ЖК Три кита,30.437811,60.056675,1245
46745,Новая Каменка,ЖК Новая Каменка,30.233371999999996,60.03323,13070
8828,Ярославский удел,ЖК Ярославский удел,30.320803,60.015888000000004,9131
718933,ETA Village Новоселье (ЭТА Вилладж Новоселье),Жилой район Новоселье: Городские кварталы,30.072777000000002,59.809429,8160
8162,ОСТРОВ (Остров),ЖК Ostrov,30.272917,59.959949,9037
66152,AVENUE APART на Дыбенко (Авеню Апарт),Апарт-комплекс Avenue-Apart,30.31496,59.977821,15179
6670,Близкое,ЖК Близкое,30.420697999999998,60.123546999999995,8124
5998,Парнас,ЖК Парнас,30.321413,60.070942,10125
7189,Северный Вальс,ЖК Северный вальс,30.601433,60.023120999999996,8125
7404,Лондон Парк,ЖК Лондон Парк,30.362099,60.045162,9034
30263,Пляж,ЖК Пляж,29.974113,60.105782,9037
6833,Дом у озера,Дом у озера,30.580434999999998,59.810463,8151
6492,Екатерининский,МФК Екатерининский,30.436613,59.9781,9165
6943,Полар-Южный,ЖК Полар-Южный,30.64595,59.99191999999999,8129
6923,Румболово-Сити,ЖК Румболово-Сити,30.684728999999997,60.034027,8138
7239,Кремлёвские звёзды,ЖК Кремлевские звезды,30.347328000000005,59.853885999999996,8136
7642,"Пушкин, Софийский бульвар 32А",Жилой дом Софийский бульвар,30.423315000000002,59.720707,14354
6335,ЗимаЛето,ЖК ЗимаЛето,30.440044,59.938309,8079
35703,Правый берег-3,ЖК Правый берег-3,30.631971000000004,59.80064,9084
8167,Щедрин,Клубный дом Щедрин,30.384787,59.941204000000006,1607
6896,Никольский посад,ЖК Никольский посад,30.787171999999998,59.694568999999994,8148
6886,Форт Рыбацкий,ЖК Форт Рыбацкий,30.522951000000003,59.834179000000006,9149
6887,Невский эталон,ЖК Невский Эталон,30.458353000000002,59.90940500000001,8133
8401,Космос Star,ЖК КосмосStar,30.3648,59.83099,9591
7199,Fjord (Фьорд),ЖК Fjord,30.260315000000002,59.942780000000006,8165
7429,Европа Сити,ЖК Европа Сити,30.315145,59.97470500000001,8114
43048,Апартамент-отель в Зеленогорске,Загородный комплекс Первая Линия,29.752572999999998,60.184525,14251
45592,Крылья,ЖК Крылья,30.32987,59.821899,1301
7973,Полюстрово Парк,ЖК Полюстрово Парк,30.393526,59.985275,8079
6908,Новый квартал,ЖК Новый квартал,30.017222999999998,59.707581000000005,8117
42796,Ива Дом,ЖК Ива Дом,30.417282,59.961117,12190
7481,Малоневский канал 11,ЖК Город Кей,31.033615,59.940414000000004,9093
44559,MONODOM на Малом (МОНОДОМ на Малом),ЖК Monodom на Малом,30.243788000000002,59.938731999999995,12950
7892,Кировский посад,Квартал Кировский посад,31.005117,59.87754399999999,9139
7474,Янинский каскад-2,ЖК Янинский каскад-2,30.562506,59.948105000000005,9031
7407,Радужный,Жилой район Радужный,30.651792999999998,59.9879,9097
6900,Черничная поляна,ЖК Черничная поляна,30.278291999999997,60.121086,8072
8819,Премьера,ЖК Премьера,30.156670000000002,59.837852000000005,14921
15100,клубный дом-особняк Маршал,Клубный дом Маршал,30.399922999999998,59.720776,9103
48062,Кировский посад (Корпус 5.2),Квартал GreenЛандия 2,30.431867999999998,60.065822999999995,14277
5674,Десяткино,ЖК Десяткино,30.428726,60.055282999999996,5558
5673,Три апельсина,ЖК Три Апельсина,30.312796000000002,60.069901,5558
35504,Атлант,ЖК Атлант,30.328335,59.962761,9130
6851,Н.Девяткино ул. Школьная д. 2,"Жилой дом на ул. Школьная, 2",30.473278000000004,60.061951,8132
7810,Зеленый город,ЖК Green City,30.454748,59.861134,9127
7466,RICH ART CLUB 2,ЖК Rich'Art Club 2,30.273243,59.985168,9145
32140,Надежный,ЖК Надежный,30.394606,59.62095600000001,10816
8816,Дом у Невского,Дом у Невского,30.367958,59.927108999999994,8077
8764,ArtStudio,ЖК ArtStudio,30.366636,59.933075,8077
7360,Всеволожский пр. 18,ЖК Вахрушева,30.647715,60.023029,9117
7180,Cinema,ЖК Cinema,30.3873,59.985729000000006,8114
8551,"Шлиссельбург, Пролетарская ул., 38",ЖК на Кирова,31.030499,59.936249,1242
7736,На Охте,ЖК на Охте,30.411623,59.951271,9159
30290,"Тайцы, Калинина ул. 107","Дом на ул. Калинина, 107",30.133045000000003,59.663971,8090
32143,Новая Гатчина,ЖК Новая Гатчина,30.076985999999998,59.540562,9002
49544,Петродворцовая резиденция,ЖК Петродворцовая резиденция,29.919739,59.868439,14660
6894,Офицерский,ЖК Офицерский,30.288798999999997,59.955436999999996,1326
6959,Дважды Два,ЖК Дважды Два,30.077773999999998,59.722172,8156
6131,Финские кварталы,ЖК Финские кварталы,30.267076,60.150718999999995,8164
8784,Ленинградское трио,ЖК Ленинградское Трио,30.399803000000002,60.06951899999999,9032
7313,Пушкин House,ЖК Pushkin House,30.416784000000003,59.724339,9096
7457,Город детства,ЖК Город детства,30.405102000000003,59.63052,9171
8774,Дом на Киевской,Дом на Киевской,30.325619,59.902649,3541
6487,Стереос,ЖК Стереос,30.512048999999998,59.979434999999995,8146
8284,Агалатово,ЖК Агалатово,30.293159000000003,60.220963,9150
6087,Дом на Ждановке,Дом на Ждановке,30.278709000000003,59.958454,14284
7661,Рубиновый рассвет,ЖК Рубиновый Рассвет,30.652621999999997,60.022579,15894
6882,Пифагор,ЖК Пифагор,30.37701,59.979279000000005,9121
8705,Высота,ЖК Высота,30.426683,59.884636,9993
6952,Ласточка,ЖК Ласточка,30.431915000000004,60.056194,8125
8014,Шерлок Хаус,ЖК Шерлок Хаус,30.315264000000003,60.020714,9164
3126,Новый город,ЖК Новый город,30.406052000000003,59.931976,1598
8233,Мурино 2017,ЖК Мурино 2017,30.415490999999996,60.053084999999996,9484
7388,Солнечный,Квартал Солнечный,30.430803000000004,60.052535999999996,1303
7392,в Кировске,ЖК Нева Сити,30.992128000000005,59.885166000000005,1242
31318,Look Club House  (Лук Клаб Хаус),Клубный дом Look,30.349125,59.909797999999995,8133
6947,Мандарин,ЖК Мандарин,29.87182,59.835026,8142
6898,Щегловская усадьба,ЖК Щегловская усадьба,30.743629,60.030506,5813
7419,Эланд,ЖК Эланд,30.448214,60.052521,2573
32139,Резиденция на Каменном,Резиденция на Каменном,30.294434000000003,59.979046,14286
14847,Мендельсон,ЖК Мендельсон,30.282642,59.96180699999999,1607
36510,Приоритет,Клубный дом Приоритет,30.350351,59.949721999999994,9144
5715,Квартет,ЖК Квартет,30.371153000000003,59.83073,8114
46598,Девятый Вал 2,ЖК Девятый вал,30.432632,60.049362,1245
47108,Детскосельский,ЖК Дом Хороших Квартир,30.47468,59.732521,14294
